place,kde:amenity_hospital,kde:amenity_place_of_worship,kde:amenity_police,kde:leisure_*,kde:tourism_*,kde:shop_*,kde:highway_bus_stop,kde:highway_residential,kde:highway_primary
214,-2.0494720378594935,2.5508920016265693,3.0941767953002492,3.3578206259828196,4.676453317241637,3.107967342174078,2.8864225647038406,2.9099981340061607,3.0933939220402564
215,-2.5951181104543273,2.364948584037945,2.9200479340559045,3.0706311983482504,4.494484800173228,2.9782377473437727,2.713164548008038,2.3096083984966302,2.958807513923011
238,1.6725509604900073,3.5425363873031603,3.820650573354199,4.524181774168511,4.389631252621389,3.7956073038768565,3.8618338813713784,3.955918987509863,3.76791279036582
239,1.2886106765688639,3.424516495427415,3.772249673686676,4.450618705406717,4.5351333447598305,3.7403564753430594,3.7702736719801706,3.842207534799604,3.7250511150499506
240,0.8531758207273872,3.3055572360926337,3.718987077507395,4.377025421790933,4.675549246945217,3.6766033183307485,3.668562016124648,3.8336927273438643,3.667315941850145
241,0.3786431254666387,3.187366736876017,3.662880351524182,4.297589131091785,4.797084336414902,3.6041504503805335,3.5605584291360906,3.910198279701513,3.596092779532807
242,-0.1251714667367234,3.0757009432335245,3.608386206711715,4.153205853488034,4.884256075712464,3.5159182213675955,3.447127043858714,3.8969454387956457,3.50171682000253
243,-0.6508337001598066,2.9691821531875693,3.5311844434395074,3.94574360159441,4.944703818484498,3.415828317597075,3.322285212967241,3.724176431104585,3.387855172079787
244,-1.1928123524781706,2.810070475273905,3.360279910163713,3.6983325951948647,4.9354242049335335,3.30178835052123,3.1613166904288192,3.3917541303064542,3.261859260056367
245,-1.7470053858875585,2.6224513778049996,3.1828594345509242,3.419743160246526,4.7498210081457914,3.175859660743731,2.986224011133803,2.8863694942723512,3.1292387299144195
246,-2.3103579724951344,2.4314583975804345,3.0010636387673943,3.1292469875463773,4.549394496429856,3.0436991397303945,2.806312235947388,2.300118759296529,2.992481001127482
268,2.519093167892984,3.7380539707801237,3.971535233114395,4.661548895424202,4.301845711668407,3.93990585417213,4.079455236041113,4.125578021515919,3.819715485239106
269,2.1595813764884455,3.6257093499318014,3.921654745914116,4.593278630472787,4.444913054776662,3.892301627999606,3.9917845601260673,3.972048878804232,3.786259857262486
270,1.731436542963833,3.5079563235999363,3.8717403682392653,4.5183366837202446,4.591748998248996,3.8331840266158785,3.892593672192115,3.8636898813021094,3.7430156373333716
271,1.2542376720945492,3.38820183268688,3.8181285083203345,4.4466483808971535,4.735444056529613,3.764884327775439,3.785493186648937,3.8902792352209037,3.6898758582597715
272,0.7426576505540896,3.2603030689380628,3.753958797924614,4.348077852360767,4.8591057096273085,3.6857091710143983,3.6719174993900694,3.9233729153495336,3.624995830599463
273,0.2070683601109793,3.1311276800599686,3.6774000290125177,4.191118985627666,4.927757994430878,3.5895036736030406,3.551873222510796,3.8050444025435564,3.5375095467350732
299,3.0197268982668803,3.807823363577013,4.051934219592944,4.73310930707555,4.335637587577415,4.031851138374035,4.2018018685896426,4.16298255542217,3.836829956721754
300,2.604804092941572,3.6947524757467782,4.0027192631919775,4.654266496039982,4.472177929102183,3.979509757574224,4.106414294543452,3.9750688498799374,3.801158182763544
301,2.1242571233064393,3.575011947910962,3.958024102427222,4.572665779364172,4.6143211598567015,3.9159647980315686,4.0019587163598835,3.878719209419911,3.7576182682149444
302,1.6020359490702973,3.4560603851565013,3.9094179579088126,4.4907890410657405,4.756741382420523,3.8427189652779994,3.88944727833837,3.8855491974442433,3.7061970389391554
303,1.053517343202485,3.3130953145599893,3.833114714691425,4.3780778762067545,4.881063407745324,3.7543646100054637,3.7667194918554774,3.8415691685202624,3.642007682295354
304,0.48827341594766915,3.1674149035674333,3.7292947578277054,4.2040761059456635,4.914451458825565,3.6490180755329025,3.630082803219304,3.6265504587679924,3.551137285490608
333,1.8805387190447154,3.490714024840859,3.9961309380461345,4.490193635160027,4.72749944749592,3.907449365790498,3.9786810167768394,3.8045187322377725,3.7168294104995496
334,1.2998442925299272,3.345457132042567,3.9018724517168315,4.3490149054459675,4.830238089143996,3.809278117490484,3.846036204365392,3.674075561701647,3.6483850307913066
365,1.4724063033845902,3.368937234814352,3.9431114861810674,4.287519105079459,4.721485824519758,3.8486762269272177,3.9014166273514714,3.396129198182379,3.637670436307687
292,3.276030504397968,4.1636562499379615,3.751855849718812,4.297496858554281,3.3601965665808153,3.753866714102429,4.126781376849928,3.4890980884767995,3.728335485720905
293,3.438728125987399,4.199045892922461,3.8266751090314153,4.455432730075598,3.5329378296529983,3.848917468343032,4.211182188540761,3.5723918981794167,3.7794266625393345
294,3.5239744929728363,4.180532633971497,3.8908842677463213,4.5911109137770065,3.699126359019899,3.9306094293758846,4.268284793023241,3.7224573002615635,3.822108227313416
322,3.371720734689324,4.199081257235163,3.7805787919501364,4.163826229769336,3.2309420732814678,3.7178182826223907,4.137020453373431,3.450789193343555,3.69717187010858
323,3.569091792042315,4.258173536120921,3.878606473392677,4.3354400784959335,3.4098878470020226,3.8272824372587824,4.244657595456836,3.5559328424630703,3.7539086609631926
324,3.884861292534682,4.287228063026811,3.9426947557844367,4.486748639695179,3.583952474609325,3.927080157492025,4.325704225664239,3.6426452194547245,3.8025846306842297
325,4.00237097439407,4.274183259009929,3.992267557113387,4.62650550864854,3.748837247765267,4.011605618040647,4.380373803982533,3.7537406914706235,3.842644459756297
352,3.5304534624435386,4.139015859184758,3.7568269120359434,3.990641116799882,3.082911253414715,3.657781513737417,4.105497758080411,3.490860844731616,3.6493274919717287
