Alecrim,1.585685846648213
Areia Preta,4.609643948428398
Barro Vermelho,0.8662374799289223
Bom Pastor,3.0562149492195547
Candelária,0.5021655494776681
Capim Macio,0.8511666533693575
Cidade Alta,4.779789707797777
Cidade Nova,3.3524416571358615
Cidade da Esperança,2.9086032955483656
Dix-Sept Rosado,6.025425319414071
Felipe Camarão,1.6393689893887897
Guarapes,0.24921952721952836
Igapó,5.595275064973713
Lagoa Azul,1.3272080087815468
Lagoa Nova,1.0695310328364471
Lagoa Seca,0.7823811016038466
Mãe Luiza,3.906203213973042
N. S. Apresentação,1.9772735648212905
N. Sra. do Nazaré,1.378743940539716
Neópolis,1.7651273495424993
Nordeste,1.0965590300343049
Nova Descoberta,2.500119591396252
Pajuçara,2.0127555104022097
Parque das Dunas,0.027482465523634304
Petropólis,3.469165065425264
Pitimbu,0.6172066934409717
Planalto,2.597295998070551
Ponta Negra,0.9779560438383439
Potengi,2.0121116493215423
Praia do Meio,6.13848433224908
Quintas,5.192775482742035
Redinha,0.23150990913079947
Ribeira,2.454128305275778
Rocas,6.9437166619964215
Salinas,0.014262268605082763
Santos Reis,2.268186536327885
Tirol,1.028008291682664
