place,kde:amenity_hospital,kde:amenity_place_of_worship,kde:amenity_police,kde:leisure_*,kde:tourism_*,kde:shop_*,kde:highway_bus_stop,kde:highway_residential,kde:highway_primary
16559,3.677186154674089,3.493633085942408,0.34277227468034654,3.3086121432577027,-0.4137875725494249,1.3173100960245048,1.56018600781373,4.093136605853934,2.432850331094352
27666,5.118320886240635,4.693357210457515,4.77136320200818,4.367087485638816,3.2937860055931933,5.371108903907533,5.1541040048876745,3.895353560119835,4.329658352411521
42069,1.7234322406770848,3.3461229521593445,2.8276016816872285,1.9787878628347109,-0.5816724386148033,1.2451997656799714,2.7696714176692634,3.55513672141784,3.0484461321081273
63527,3.3493432676606196,2.7663411293322477,0.48424756072714015,2.3479280175075186,-0.616264074704385,1.3315492918509673,1.1762012930339765,4.267655379315263,3.0339327685221384
50580,5.843953633646995,4.203919893389289,4.297111346890555,4.726807988007392,4.928289662142338,5.00025102570266,4.669269214596246,3.535040503529233,4.031056267197952
55496,5.352703595466682,4.434183644283985,4.619225715324234,4.278735835688169,3.785692503000873,5.168744481059189,4.787461944754677,3.811896093898538,4.158082410016714
27054,1.6858001376661726,3.550892041611146,3.4530602135251898,2.1562526223720333,0.5665275361805779,2.542960481040504,2.787419921206931,3.742968289984237,3.0357965886306655
52947,2.0097923214417244,3.758083108361623,4.140029030616832,4.830654617251643,4.603780632730717,4.478114737096236,4.173114510131597,3.6865914802074915,4.3425622323970465
28564,2.4613495268649745,2.8967048309765238,-0.329224814498009,2.505068218340856,-1.7888096975885883,-0.09687741977231745,0.45271495556388786,3.985739830748445,2.4532025635130985
11636,2.9314020996803607,4.1143675124136365,4.067981695832222,2.787893751310401,1.8380976945750085,3.317202857928798,3.6284203688987358,3.8484053412097214,3.4848727129315034
64595,3.3241748009865755,2.918343463379097,0.37941536485194716,2.5067541334481565,-0.5944050499775786,0.9822990057067287,0.8578798303780015,4.2945414190769835,3.0835869273028322
46192,2.052806923693477,3.53276687526928,3.0523185021418615,2.284206917045408,-0.1327796958290106,1.7053062027146648,3.140538361298601,3.653551792124306,3.2282579983692212
54242,5.416379257875725,4.406598939750134,4.880923901149762,4.737827748100516,3.9753885048936484,5.579953251734949,5.252787165210659,3.6889222114874247,4.420528249115822
50322,-1.5941122287968779,2.689924940417277,3.364741183886941,3.6237955521847294,6.345935732328971,3.5480758728410535,2.834320337431274,2.9316031143275136,3.3685165397861443
64811,3.6422760059988897,3.823813661653963,1.5717831898661792,3.1873135162651316,1.746352265817701,2.0338862073994797,1.4849492167280856,4.2373234350252265,2.982922357216335
33567,2.581179893081082,3.8357414609145515,3.4323628406128255,2.8114104433867837,0.645499161924838,2.414647203110171,3.822054368189983,3.7649351666051665,3.5056823192585327
56759,2.057266725187477,2.5526937811137476,-0.4120670029530502,1.9410511368746626,-2.0677211627186214,-0.4016355497818065,-0.21196669845215066,4.0591245553128825,2.593678060072296
36646,3.278256211105536,3.8380705514342033,1.8896315846307714,3.019999174841212,2.338226014695099,2.311503284323834,1.3561805645861318,4.149689844979088,2.957296801455282
32768,1.4201374455492215,3.2177316614533957,2.721913985138064,1.7638275297224428,-0.8368966084734248,0.9896462176031884,2.6358476928776913,3.5210778111672223,2.9406411649037985
45768,4.611115220808042,4.19547245883305,4.748668841243436,4.699944742691551,3.8053568367013897,5.284250535713312,5.152078602168187,3.530462220468637,4.236661460525404
36417,3.6255593960404524,3.808189247621806,1.4815039052028722,3.1442183456658004,1.6420520663127434,1.862575990967823,1.2682416045582885,4.237088994052405,2.9233477943554558
29557,4.104245460855173,3.322647362951866,0.36422793873547743,3.0019540178199673,-0.26122014384539227,1.0009588169761727,0.9298126114532046,3.8869600289273887,2.2013180544550046
63330,2.027433095934706,2.3726686824177623,-0.3639308215260799,1.6373751883451266,-2.1031897561873585,-0.253428917075305,-0.19213395199426841,4.0794073412476255,2.5868053111083142
60625,3.2477570570491507,3.696342634790822,2.2968311218351585,3.038897928734894,2.2334364982191994,2.296093189772934,1.93527805493785,4.031355669003863,3.039626390681269
64610,2.922597100787519,2.678463507420492,0.17591636969551372,2.210858501139091,-1.0932948197186665,0.7228516918157784,0.6236224606819185,4.243137803078254,2.894961054158294
3831,3.9684455576037396,3.680812890366612,0.8554577345594274,3.3683585868452592,0.504925986293272,1.4924229011029322,1.0996068858004424,4.255006422832301,2.794060941200577
